offer_title,price,price_per_meter,offer_type,floor,area,rooms,offer_type_of_building,market,city_name,voivodeship,month,year,population,longitude,latitude
Okazja! Sprzedam mieszkanie 2-pokojowe za 8450zĹ‚ za m2!,443540,8449.99,Estate Agency,4,52.49,2,Housing Block,primary,WrocĹ‚aw,Lower Silesia,January,2022,634487,17.0326689,51.1089776
OdstÄ…pie mieszkanie w systemie TBS,150000,2941.18,Private,1,51,2,Housing Block,primary,WrocĹ‚aw,Lower Silesia,January,2022,634487,17.0326689,51.1089776
Sprzedam mieszkanie,128000,3368.42,Private,0,38,2,Tenement,primary,ZiÄ™bice,Lower Silesia,January,2022,9117,17.0405633,50.6007752
Mieszkanie w stanie deweloperskim Ĺšwidnica WROCĹAWSKA 15,307000,4415.36,Estate Agency,3,69.53,2,Tenement,primary,Ĺšwidnica,Lower Silesia,January,2022,59182,16.4870549,50.8424835
Nowe Mieszkanie 2 pokojowe Bydgoszcz Wilczak,338766,7989.76,Private,1,42.4,2,Housing Block,primary,Bydgoszcz,Kuyavia-Pomerania,January,2022,350178,18.0002529,53.1219648
Mieszkanie czÄ™Ĺ›ciowo umeblowane,145000,2735.85,Estate Agency,0,53,2,Other,primary,GrudziÄ…dz,Kuyavia-Pomerania,January,2022,97676,18.7557759,53.4876477
Ostatnie mieszkanie ulica Bydgoska,253632,5749.99,Estate Agency,0,44.11,2,Housing Block,primary,NakĹ‚o nad NoteciÄ…,Kuyavia-Pomerania,January,2022,19193,17.5998891,53.1386896
Sprzedam mieszkanie UMEBLOWANE Szubin,215000,5972.22,Private,2,36,2,Housing Block,primary,Szubin,Kuyavia-Pomerania,January,2022,9580,17.7439402,53.0117503
"PrzepiÄ™kne nowoczesne mieszkanie, ul. Targowa, od zaraz",445000,11988.15,Estate Agency,1,37.12,2,Housing Block,primary,ToruĹ„,Kuyavia-Pomerania,January,2022,203447,18.6048094,53.0102721
"Przestronne, 2-pokojowe mieszkanie, 58,4 m, ToruĹ„, bezpoĹ›rednio",305000,5222.6,Private,2,58.4,2,Housing Block,primary,ToruĹ„,Kuyavia-Pomerania,January,2022,203447,18.6048094,53.0102721
"BezpoĹ›rednio mieszkanie 2 pokoje, 37m2. Miejsce postojowe w cenie!",259999,7027,Private,1,37,2,Apartment Building,primary,ToruĹ„,Kuyavia-Pomerania,January,2022,203447,18.6048094,53.0102721
Stan deweloperski 40 m2 z ogrĂłdkiem 30m Jar odbiĂłr marzec 2022,320000,8000,Private,0,40,2,Housing Block,primary,ToruĹ„,Kuyavia-Pomerania,January,2022,203447,18.6048094,53.0102721
PiÄ™kne NOWE bezczynszowe mieszkanie w Tucholi / ul. Zamkowa 4,319000,8179.49,Private,2,39,2,Tenement,primary,Tuchola,Kuyavia-Pomerania,January,2022,13949,17.8590414,53.5880901
"Sprzedam mieszkanie 
w centrum 
WÄ…brzeĹşna",195000,3750,Private,0,52,2,Tenement,primary,WÄ…brzeĹşno,Kuyavia-Pomerania,January,2022,14040,18.947293,53.2799665
M-3 Michelin/WĹ‚ocĹ‚awek,265000,6625,Private,0,40,2,Housing Block,primary,WĹ‚ocĹ‚awek,Kuyavia-Pomerania,January,2022,114885,19.0720627,52.6605543
Sprzedam mieszkanie M3,213000,5461.54,Estate Agency,10,39,2,Housing Block,primary,WĹ‚ocĹ‚awek,Kuyavia-Pomerania,January,2022,114885,19.0720627,52.6605543
Rewelacyjne - MaĹ‚e - 2 Pokoje-Park-dostÄ™pne od rÄ™ki-Ostatnie piÄ™tro,255000,7387.02,Private,6,34.52,2,Apartment Building,primary,WĹ‚ocĹ‚awek,Kuyavia-Pomerania,January,2022,114885,19.0720627,52.6605543
Mieszkanie 45m2 + miejsce parkingowe + komĂłrka lokatorska OD ZARAZ,309000,6851.44,Private,1,45.1,2,Housing Block,primary,Ĺšwiecie,Kuyavia-Pomerania,January,2022,26395,18.4455253,53.4072518
Mieszkanie Pileckiego - 36 metrĂłw,238000,6432.43,Private,2,37,2,Housing Block,primary,BiaĹ‚a Podlaska,Lublin,January,2022,57658,23.1193948,52.0338399
NOWE mieszkanie- od rÄ™ki!,235000,6484.55,Private,4,36.24,2,Housing Block,primary,BiaĹ‚a Podlaska,Lublin,January,2022,57658,23.1193948,52.0338399
Sprzedam M-3 w Housing Blocku,265000,6033.7,Private,0,43.92,2,Housing Block,primary,BiaĹ‚a Podlaska,Lublin,January,2022,57658,23.1193948,52.0338399
Mieszkanie CheĹ‚m Stan Deweloperski PrzedsprzedaĹĽ BEZ PCC,249000,6384.62,Private,3,39,2,Apartment Building,primary,CheĹ‚m,Lublin,January,2022,108311,23.4711548,51.1339221
mieszkanie w DÄ™blinie ul podchorÄ…ĹĽych 89m2,168000,1887.64,Private,1,89,2,Housing Block,primary,DÄ™blin,Lublin,January,2022,16656,21.8654383,51.562491
"Mieszkanie, Apartament 32,29 m 2 SowiĹ„skiego",374500,11382.98,Private,5,32.9,2,Apartment Building,primary,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 2 pokojowe I Os. Ptasia Dolina I WÄ™glinek I ul. JemioĹ‚uszki,222600,7000,Private,0,31.8,2,Apartment Building,primary,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"WÄ™glinek, dwa pokoje, 2 p. Meble, AGD w cenie, klucze juĹĽ!",359000,10878.79,Estate Agency,2,33,2,Apartment Building,primary,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie w Turce na os .Borek z garĹĽem,295000,7525.51,Private,0,39.2,2,Housing Block,primary,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Sprzedam mieszkanie 52,5 m2 / stan deweloperski",440000,8380.95,Private,5,52.5,2,Housing Block,primary,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Sprzedam Ostatnie! mieszkanie z ogrĂłdkiem 2 pokoje, Aneks plus taras",305900,9450.11,Private,0,32.37,2,Housing Block,primary,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 2-pokojowe na nowym osiedlu w MiÄ™dzyrzecu Podlaskiego.,244300,5119.45,Estate Agency,3,47.72,2,Housing Block,primary,MiÄ™dzyrzec Podlaski,Lublin,January,2022,17117,22.7842492,51.9853172
Nowe mieszkania - inwestycja SpĂłĹ‚dzielni Mieszkaniowej,287560,5135,Estate Agency,,,2,,primary,MiÄ™dzyrzec Podlaski,Lublin,January,2022,17117,22.7842492,51.9853172
"Pilnie sprzedam mieszkanie 46m, Parczew, ul.11 Listopada 60",226000,4913.04,Private,4,46,2,Housing Block,primary,Parczew,Lublin,January,2022,10204,22.9,51.639
Mieszkanie 48m2 drugie piÄ™tro,310000,6458.33,Private,2,48,2,Housing Block,primary,PuĹ‚awy,Lublin,January,2022,49100,21.9720582,51.4171713
"OKAZJA Nowe mieszkanie, wysoki standard, winda",339000,7369.57,Private,,,2,,primary,RadzyĹ„ Podlaski,Lublin,January,2022,15963,22.6208818,51.7827253
Mieszkanie bezczynszowe,296000,5815.32,Private,2,50.9,2,Housing Block,primary,TomaszĂłw Lubelski,Lublin,January,2022,19550,23.4170362,50.4573288
Mieszkanie 40m +duĹĽy taras 46m+miejsce postojowe - Rezerwacja !,330000,8250,Private,1,40,2,Housing Block,primary,ĹukĂłw,Lublin,January,2022,30381,22.3790669,51.93008
Sprzedam Mieszkanie,280000,5645.16,Estate Agency,1,49.6,2,Housing Block,primary,ĹÄ™czna,Lodzkie,January,2022,19304,22.886766,51.3002941
MIESZKANIE 2-pokojowe z ogrĂłdkiem - WINDA - Apartamenty BaczyĹ„skiego,238616,5600,Estate Agency,0,42.61,2,Housing Block,primary,Krosno OdrzaĹ„skie,Lubusz,January,2022,11983,15.0980258,52.0536361
MIESZKANIE 2-pokojowe z balkonem - WINDA - Apartamenty BaczyĹ„skiego,230850,5400,Estate Agency,3,42.75,2,Housing Block,primary,Krosno OdrzaĹ„skie,Lubusz,January,2022,11983,15.0980258,52.0536361
Sprzedam mieszkanie M3 Punktowiec 2 piÄ™tro,235000,4895.83,Private,2,48,2,Housing Block,primary,BeĹ‚chatĂłw,Lodzkie,January,2022,59565,19.3691833,51.3650175
Mieszkanie do sprzedaĹĽy,187000,4819.59,Estate Agency,1,38.8,2,Housing Block,primary,BeĹ‚chatĂłw,Lodzkie,January,2022,59565,19.3691833,51.3650175
"Sprzedam 2 pokoje 48,5 m2 Zielone Zacisze Kutno",299900,6183.51,Estate Agency,0,48.5,2,Apartment Building,primary,Kutno,Lodzkie,January,2022,45657,19.3570182,52.2317559
Apartament 45m2 -atrakcyjna lokalizacja LEVITYN APARTAMENTY,286000,6355.56,Estate Agency,1,45,2,Apartment Building,primary,Pabianice,Lodzkie,January,2022,67688,19.3535024,51.6639859
Apartament 36 m2 - nowa inwestycja Pabianice,226000,6277.78,Estate Agency,1,36,2,Apartment Building,primary,Pabianice,Lodzkie,January,2022,67688,19.3535024,51.6639859
"Broniewskiego 4, nowe dwupokojowe mieszkanie 37 m2. JesieĹ„ 2022.",237816,6427.46,Estate Agency,4,37,2,Housing Block,primary,PiotrkĂłw Trybunalski,Lodzkie,January,2022,75903,19.696167,51.4082625
"Broniewskiego 4, nowe mieszkanie 48,45 m2, realizacja jesieĹ„ 2022 r.",313761,6403.29,Estate Agency,1,49,2,Housing Block,primary,PiotrkĂłw Trybunalski,Lodzkie,January,2022,75903,19.696167,51.4082625
Dwupokojowe mieszkanie w nowym budynku ul. Nowy Ĺšwiat 1 PiotrkĂłw Tryb.,285300,6000,Estate Agency,1,47.55,2,Housing Block,primary,PiotrkĂłw Trybunalski,Lodzkie,January,2022,75903,19.696167,51.4082625
"Sprzedam mieszkanie 49,25m2- Lille Apartamenty",343000,6964.47,Estate Agency,1,49.25,2,Apartment Building,primary,Radomsko,Lodzkie,January,2022,47643,19.4446109,51.0674769
Mieszkanie Radomsko,248000,5061.22,Private,2,49,2,Housing Block,primary,Radomsko,Lodzkie,January,2022,47643,19.4446109,51.0674769
SprzedaĹĽ mieszkania przy ul. SĹ‚owackiego 23/12,239000,4462.29,Estate Agency,0,53.56,2,Housing Block,primary,Rawa Mazowiecka,Lodzkie,January,2022,17819,20.2519293,51.7624929
SprzedaĹĽ mieszkania przy ul.ZwoliĹ„skiego 1/30,230000,4752.07,Estate Agency,4,48.4,2,Housing Block,primary,Rawa Mazowiecka,Lodzkie,January,2022,17819,20.2519293,51.7624929
SprzedaĹĽ mieszkania przy ul. SĹ‚owackiego 29/78,180000,5167.96,Estate Agency,4,34.83,2,Housing Block,primary,Rawa Mazowiecka,Lodzkie,January,2022,17819,20.2519293,51.7624929
SprzedaĹĽ mieszkania przy ul. ZwoliĹ„skiego 1A/70,227000,5817.53,Estate Agency,4,39.02,2,Housing Block,primary,Rawa Mazowiecka,Lodzkie,January,2022,17819,20.2519293,51.7624929
Przetarg na sprzedaĹĽ mieszkania ul. PiĹ‚sudskiego 10/21,145700,3367.23,Estate Agency,0,43.27,2,Tenement,primary,Rawa Mazowiecka,Lodzkie,January,2022,17819,20.2519293,51.7624929
Przetarg na sprzedaĹĽ mieszkania ul. PiĹ‚sudskiego 10/18,72600,3387.77,Estate Agency,1,21.43,2,Tenement,primary,Rawa Mazowiecka,Lodzkie,January,2022,17819,20.2519293,51.7624929
Przetarg na sprzedaĹĽ mieszkania ul. PiĹ‚sudskiego 10/5,101000,3920.81,Estate Agency,1,25.76,2,Tenement,primary,Rawa Mazowiecka,Lodzkie,January,2022,17819,20.2519293,51.7624929
Nowe mieszkanie na Rawce 42,183865,5500,Estate Agency,2,33.43,2,Housing Block,primary,Skierniewice,Lodzkie,January,2022,48634,20.1430044,51.9568581
Sprzedam Patio Park,390000,8478.26,Private,0,46,2,Apartment Building,primary,TomaszĂłw Mazowiecki,Lodzkie,January,2022,64893,20.0084195,51.5316918
Nowe mieszkanie UniejĂłw,252000,7000,Private,2,36,2,Housing Block,primary,UniejĂłw,Lodzkie,January,2022,3079,18.793245,51.9741302
"Sprzedam mieszkanie 45m2 - Ĺask, ul. Jana PawĹ‚a II 9B",249000,5533.33,Private,4,45,2,Housing Block,primary,Ĺask,Lodzkie,January,2022,18029,19.1334784,51.5929947
SPRZEDAM 2 piÄ™kne pokoje PO REMONCIE PĹ‚ocka 33,279000,9300,Estate Agency,0,30,2,Tenement,primary,ĹĂłdĹş,Lodzkie,January,2022,711332,19.4569911,51.7687323
2 pokojowy apartament wykoĹ„czony pod klucz blisko Politechniki 2021,437000,9397.85,Estate Agency,2,46.5,2,Apartment Building,primary,ĹĂłdĹş,Lodzkie,January,2022,711332,19.4569911,51.7687323
"AUGUSTĂ“W PARK, 2- pokojowe mieszkanie 51 m2 *Widzew",378060,7363.85,Estate Agency,1,51.34,2,Housing Block,primary,ĹĂłdĹş,Lodzkie,January,2022,711332,19.4569911,51.7687323
"Sprzedam 34,73 m 2 , II p. ,2 pokoje M3 bezpoĹ›rednio",233000,6852.94,Private,2,34,2,Housing Block,primary,ĹĂłdĹş,Lodzkie,January,2022,711332,19.4569911,51.7687323
Mieszkanie na sprzedaĹĽ Ĺ‚Ăłdz Gdanska Kopernika,220000,5945.95,Private,0,37,2,Tenement,primary,ĹĂłdĹş,Lodzkie,January,2022,711332,19.4569911,51.7687323
Mieszkanie inwestycyjne kawalerka centrum PIEKNA Tenement,265000,7571.43,Estate Agency,1,35,2,Apartment Building,primary,ĹĂłdĹş,Lodzkie,January,2022,711332,19.4569911,51.7687323
Mieszkanie 50 m2,260000,5217.74,Private,0,49.83,2,Housing Block,primary,ChrzanĂłw,Lesser Poland,January,2022,38117,19.4028502,50.1411926
Mieszkanie na sprzedaĹĽ 35m2 ChrzanĂłw  2 pok.,219000,6257.14,Private,3,35,2,Housing Block,primary,ChrzanĂłw,Lesser Poland,January,2022,38117,19.4028502,50.1411926
"Nowoczesne, klimatyzowane, 2-pokojowe mieszkanie w Dobczycach",1600,35.56,Private,1,45,2,Other,primary,Dobczyce,Lesser Poland,January,2022,6469,20.0905415,49.8803432
Mieszkanie 2 pokoje + garaĹĽ+ komĂłrka Osiedle przy Parku I Etap,230000,6802.72,Private,0,33.81,2,Apartment Building,primary,GrĂłjec,Masovia,January,2022,16197,20.8675017,51.8655126
Apartament w Krakowie na sprzedaĹĽ / Mieszkanie na sprzedaĹĽ KrakĂłw,659000,11981.82,Private,5,55,2,Housing Block,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
"Nowe mieszkanie, ogrĂłd 81 m2. KrakĂłw PodgĂłrze. Bez PCC i prowizji.",453200,10418.39,Private,0,43.5,2,Housing Block,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
Nowe WYKOĹCZONE mieszkanie | 2 pokoje | Os. Europejskie | bezpoĹ›rednio,590000,12553.19,Private,2,47,2,Housing Block,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
"ul. ZdunĂłw , 2 pokoje , balkon , nowe- Borek FalÄ™cki Ruczaj Ĺagiewniki",389000,9600.2,Estate Agency,1,40.52,2,Housing Block,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
"Mieszkanie 40,47 mÂ˛ - 2 pokoje w centrum Krakowa - ĹšrĂłdmieĹ›cie.",465405,12643.44,Estate Agency,2,36.81,2,Tenement,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
Mieszkanie z 23 % VAT /,519000,13657.89,Estate Agency,1,38,2,Apartment Building,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
Nowe/2 pok/klima/miejsce postojowe/ogrĂłdek/bezpoĹ›rednio/ ul. Wielicka,559000,14958.52,Private,0,37.37,2,Apartment Building,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
Mieszkanie z m. postojowym w garaĹĽu - KrakĂłw - os. PiastĂłw - Cesja,450000,10843.37,Private,8,41.5,2,Housing Block,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
Mieszkanie PrÄ…dnik BiaĹ‚y Sprzedam,649900,13976.34,Private,0,46.5,2,Housing Block,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
MAMY KLUCZE! Bonarka | 2 pokoje | Balkon | M. Postojowe | Bud. 2021,489000,10568.4,Private,3,46.27,2,Apartment Building,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
"DWA POKOJE 37 m2, duĹĽy ogrĂłdek 62 m2! Ul. Telimeny, BieĹĽanĂłw, KrakĂłw!",349000,9432.43,Private,0,37,2,Housing Block,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
"KrakĂłw ul. Niewodniczaskiego 47,40m2 (pow caĹ‚kowita 68m2",299000,6308.02,Estate Agency,1,47.4,2,Other,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
"2-pok., 36m2+balkon, 2022r. / os. ZĹ‚ocieĹ„",350000,9722.22,Estate Agency,3,36,2,Housing Block,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
Mieszkanie w centrum KrakĂłw ul. StarowiĹ›lna 83,700000,14718.25,Estate Agency,4,47.56,2,Tenement,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
REZERWACJA dwupokojowe w nowym budynku / odbiĂłr za 2 mc,260000,8441.56,Estate Agency,3,30.8,2,Apartment Building,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
"Apartament Bronowice MaĹ‚e, ul. Filtrowa",600000,18226,Private,3,32.92,2,Apartment Building,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
"Okazja, do sprzedaĹĽy mieszkanie 2 pokojowe 45m2 + miejsce postojowe.",425000,9352.99,Estate Agency,7,45.44,2,Housing Block,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
Os. Na WzgĂłrzach nowo wykoĹ„czone mieszkanie,419000,10332.92,Estate Agency,0,40.55,2,Housing Block,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
"KrakĂłw Krowodrza , Jaremy , 2 pokoje , jasna kuchnia , balkon",430000,10000,Private,4,43,2,Housing Block,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
Sprzedam mieszkanie (udziaĹ‚y),200000,5000,Private,0,40,2,Tenement,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
OferujÄ™ mieszkanie na ZabĹ‚ociu TARAS 30 M2,591700,15017.77,Private,3,39.4,2,Apartment Building,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
MIESZKANIE 48m dwa pokoje blisko centrum duĹĽo zieleni,440000,9166.67,Private,2,48,2,Housing Block,primary,KrakĂłw,Lesser Poland,January,2022,762508,19.9368564,50.0619474
"Osiedle na WzgĂłrzu MiechĂłw Mieszkanie 2 pokoje 44,00 m2",380160,8640,Estate Agency,0,44,2,Housing Block,primary,MiechĂłw,Lesser Poland,January,2022,11832,20.0276912,50.3566016
"Mieszkanie nowe aleje wolnoĹ›ci, ogrĂłdek 56 m2 NOWA NIĹ»SZA CENA!",409000,7269.82,Private,0,56.26,2,Apartment Building,primary,Nowy SÄ…cz,Lesser Poland,January,2022,83943,20.691346,49.6249173
Mieszkanie w Ĺ›cisĹ‚ym centrum miasta.,250000,5952.38,Private,2,42,2,Tenement,primary,Nowy SÄ…cz,Lesser Poland,January,2022,83943,20.691346,49.6249173
Sprzedam mieszkanie 38m2 w stanie deweloperskim!,260000,6842.11,Private,3,38,2,Housing Block,primary,Olkusz,Lesser Poland,January,2022,36724,19.5596307,50.2788158
sprzedam mieszkanie,405101,6100,Estate Agency,1,66.41,2,Apartment Building,primary,Proszowice,Lesser Poland,January,2022,6184,20.2917555,50.1926479
Mieszkanie bezczynszowe 47.5 m2 w centrum Suchej Beskidzkiej,449000,9452.63,Private,1,47.5,2,Tenement,primary,Sucha Beskidzka,Lesser Poland,January,2022,9485,19.5905975,49.74079
dom mieszkanie Wadowice,490000,5415.56,Estate Agency,0,90.48,2,Other,primary,Wadowice,Lesser Poland,January,2022,19309,19.4925345,49.8834484
Sprzedam mieszkanie Wieliczka ul. Zacisze Zaufany Deweloper,370000,8630.74,Estate Agency,0,42.87,2,Apartment Building,primary,Wieliczka,Lesser Poland,January,2022,21676,20.0602114,49.9823773
Sprzedam mieszkanie w Wieliczce ul. Jasna,387150,8900,Private,1,43.5,2,Housing Block,primary,Wieliczka,Lesser Poland,January,2022,21676,20.0602114,49.9823773
Mieszkanie 41m2 - ostatnie mieszkanie z duĹĽym ogrodem po niĹĽszej cenie,370000,9024.39,Estate Agency,0,41,2,Other,primary,Wieliczka,Lesser Poland,January,2022,21676,20.0602114,49.9823773
Mieszkanie 41 m2 Nowe gotowe do zamieszkania,359000,8756.1,Private,3,41,2,Housing Block,primary,CiechanĂłw,Masovia,January,2022,44797,20.6191479,52.8819798
Apartamenty Andersa,215936,6400,Estate Agency,0,33.74,2,Apartment Building,primary,CiechanĂłw,Masovia,January,2022,44797,20.6191479,52.8819798
Mieszkania Wincentego,271312,6200,Estate Agency,0,43.76,2,Apartment Building,primary,CiechanĂłw,Masovia,January,2022,44797,20.6191479,52.8819798
Atrakcyjne mieszkania w centrum Grodziska Maz. ceny juĹĽ od 7500/m2,7500,187.5,Estate Agency,1,40,2,Housing Block,primary,Grodzisk Mazowiecki,Masovia,January,2022,29907,20.6313441,52.1066223
"Nowe mieszkanie, 2 pokoje, Grodzisk Mazowiecki, BezpoĹ›rednio",418000,8852.18,Private,2,47.22,2,Housing Block,primary,Grodzisk Mazowiecki,Masovia,January,2022,29907,20.6313441,52.1066223
Mieszkanie Konstancin Jeziorna 2 pokoje,407286,9900,Estate Agency,0,41.14,2,Apartment Building,primary,Konstancin-Jeziorna,Masovia,January,2022,17566,21.1208073,52.0834787
"Gotowe! Mieszkania bezczynszowe 53,37m2 ogrĂłdek i m.postojowe w cenie",440000,8244.33,Estate Agency,0,53.37,2,Other,primary,Marki,Masovia,January,2022,29032,21.1054691,52.3254611
Sprzedam gotowy lokal uĹĽytkowy. Idealny pod wynajem.,320000,11851.85,Private,2,27,2,Housing Block,primary,Marki,Masovia,January,2022,29032,21.1054691,52.3254611
Przytulne mieszkanie Marki,395000,8107.55,Estate Agency,0,48.72,2,Apartment Building,primary,Marki,Masovia,January,2022,29032,21.1054691,52.3254611
"GOTOWE BEZCZYNSZOWE 53,37 m2 z OgrĂłdkiem, Miejsce Postojowe",440000,8244.33,Estate Agency,0,53.37,2,Other,primary,Marki,Masovia,January,2022,29032,21.1054691,52.3254611
"Mieszkanie 40m2 z balkonem 17m2, 2 miejsca postojowe, WYSOKI STANDARD",489000,12225,Private,2,40,2,Housing Block,primary,Marki,Masovia,January,2022,29032,21.1054691,52.3254611
Mieszkanie na sprzedaĹĽ MĹ‚awa 61.56m2 -gotowe,304000,4938.27,Estate Agency,1,61.56,2,Apartment Building,primary,MĹ‚awa,Masovia,January,2022,30880,20.3831732,53.1116182
"Nowe 2-pokojowe mieszkanie, wysoki standard 2022",285000,8382.35,Private,4,34,2,Housing Block,primary,MĹ‚awa,Masovia,January,2022,30880,20.3831732,53.1116182
"Osiedle Panorama/ NOWA INWESTYCJA 47,04 m Â˛",244608,5200,Estate Agency,2,47.04,2,Housing Block,primary,MĹ‚awa,Masovia,January,2022,30880,20.3831732,53.1116182
"OSIEDLE NOWA PANORAMA / Mieszkanie 50,20mÂ˛",261040,5200,Estate Agency,2,50.2,2,Housing Block,primary,MĹ‚awa,Masovia,January,2022,30880,20.3831732,53.1116182
Mieszkanie 54m2 ul. Radosna MĹ‚awa,270000,5000,Private,4,54,2,Housing Block,primary,MĹ‚awa,Masovia,January,2022,30880,20.3831732,53.1116182
